,ATM_ID,Date,Day_of_Week,Time_of_Day,Total_Withdrawals,Total_Deposits,Location_Type,Holiday_Flag,Special_Event_Flag,Previous_Day_Cash_Level,Weather_Condition,Nearby_Competitor_ATMs,Cash_Demand_Next_Day,Cash_Demand_Lag_2,Cash_Demand_Lag_7,Cash_Demand_MA_3,Cash_Demand_MA_7,Withdrawals_MA_7,Net_Cash_Flow,Withdrawal_to_Deposit_Ratio,Cash_Level_Change,Cash_Utilization_Rate
3718,ATM_0002,2022-01-05,Wednesday,Morning,40311,15130,Bank Branch,0,0,91564,Cloudy,5,21329,,,,,,-25181,2.664133236402088,-14010.0,0.44024944301253766
4983,ATM_0002,2022-01-14,Friday,Evening,47941,11447,Supermarket,0,0,118658,Cloudy,4,43364,,,,,,-36494,4.187718378756115,27094.0,0.4040266985791097
2289,ATM_0002,2022-01-17,Monday,Morning,52184,11142,Standalone,0,0,98276,Rainy,5,38255,21329.0,,34316.0,,,-41042,4.6831194471865745,-20382.0,0.5309943424640807
3332,ATM_0002,2022-01-19,Wednesday,Night,51562,14581,Bank Branch,0,0,108173,Cloudy,3,39257,43364.0,,40292.0,,,-36981,3.5360032917295294,9897.0,0.4766623834043615
1727,ATM_0002,2022-02-03,Thursday,Evening,50132,2922,Gas Station,0,0,119557,Snowy,0,57954,38255.0,,45155.333333333336,,,-47210,17.15087239137872,11384.0,0.4193146365332017
2524,ATM_0002,2022-02-03,Thursday,Morning,25447,22616,Mall,0,0,88195,Clear,5,11178,39257.0,,36129.666666666664,,,-2831,1.1251271167705708,-31362.0,0.2885310958671127
585,ATM_0002,2022-02-19,Saturday,Morning,47982,15408,Gas Station,0,0,73755,Clear,4,35023,57954.0,,34718.333333333336,35194.28571428572,45079.857142857145,-32574,3.1138944772535533,-14440.0,0.6505592841163311
4468,ATM_0002,2022-03-18,Friday,Evening,57186,4139,Supermarket,0,0,119360,Rainy,2,65383,11178.0,21329.0,37194.666666666664,41487.71428571428,47490.57142857143,-53047,13.81304347826087,45605.0,0.4791052278820375
2525,ATM_0002,2022-03-27,Sunday,Evening,48192,4468,Bank Branch,0,0,102033,Clear,0,52299,35023.0,43364.0,50901.666666666664,42764.142857142855,47526.42857142857,-43724,10.783620496755427,-17327.0,0.4723177795419129
4369,ATM_0002,2022-04-01,Friday,Morning,39072,13211,Bank Branch,0,0,103167,Clear,2,25910,65383.0,38255.0,47864.0,41000.57142857143,45653.28571428572,-25861,2.957311534968211,1134.0,0.37872575532873887
4763,ATM_0002,2022-04-13,Wednesday,Evening,52996,10977,Mall,0,0,103586,Snowy,1,42756,52299.0,39257.0,40321.666666666664,41500.42857142857,45858.142857142855,-42019,4.82747312807433,419.0,0.5116135385090649
1770,ATM_0002,2022-04-19,Tuesday,Afternoon,40549,6329,Standalone,0,0,71070,Snowy,1,34483,25910.0,57954.0,34383.0,38147.42857142857,44489.142857142855,-34220,6.405845181674565,-32516.0,0.5705501618122978
3363,ATM_0002,2022-04-20,Wednesday,Morning,68247,8425,Standalone,0,0,92920,Snowy,3,55587,42756.0,11178.0,44275.333333333336,44491.57142857143,50603.42857142857,-59822,8.099572751008782,21850.0,0.7344705122686181
1161,ATM_0002,2022-04-27,Wednesday,Night,49862,12377,Bank Branch,0,0,65062,Cloudy,0,39235,34483.0,35023.0,43101.666666666664,45093.28571428572,50872.0,-37485,4.028275973501374,-27858.0,0.7663766868525407
1623,ATM_0002,2022-04-28,Thursday,Afternoon,29780,4095,Standalone,0,0,76966,Rainy,2,25837,55587.0,65383.0,40219.666666666664,39443.857142857145,46956.857142857145,-25685,7.2705078125,11904.0,0.38692409635423436
3384,ATM_0002,2022-05-02,Monday,Night,45058,3179,Mall,0,0,107164,Cloudy,0,33276,39235.0,52299.0,32782.666666666664,36726.28571428572,46509.142857142855,-41879,14.169182389937108,30198.0,0.42045836288305777
3102,ATM_0002,2022-05-18,Wednesday,Evening,31249,11528,Gas Station,0,0,111028,Clear,1,16785,25837.0,25910.0,25299.333333333332,35422.71428571428,45391.57142857143,-19721,2.710469251452858,3864.0,0.2814515257412545
2003,ATM_0002,2022-05-24,Tuesday,Morning,43798,14694,Standalone,0,1,69404,Snowy,3,42444,33276.0,42756.0,30835.0,35378.142857142855,44077.57142857143,-29104,2.980469547465124,-41624.0,0.6310587286035387
3962,ATM_0002,2022-05-24,Tuesday,Night,38998,5550,Gas Station,0,0,94477,Clear,3,27514,16785.0,34483.0,28914.333333333332,34382.57142857143,43856.0,-33448,7.025400828679517,25073.0,0.41277771309419226
510,ATM_0002,2022-06-01,Wednesday,Afternoon,60482,12104,Mall,0,0,109840,Snowy,0,53305,42444.0,55587.0,41087.666666666664,34056.57142857143,42746.71428571428,-48378,4.996447748864106,15363.0,0.5506372906045156
1769,ATM_0002,2022-06-14,Tuesday,Evening,48163,1914,Mall,0,0,106926,Rainy,4,55956,27514.0,39235.0,45591.666666666664,36445.28571428572,42504.0,-46249,25.150391644908616,-2914.0,0.45043300974505734
2311,ATM_0002,2022-06-15,Wednesday,Morning,56718,15991,Supermarket,0,0,94289,Rainy,3,36918,53305.0,25837.0,48726.333333333336,38028.28571428572,46352.28571428572,-40727,3.546648324162081,-12637.0,0.6015335829205952
5327,ATM_0002,2022-06-22,Wednesday,Night,40519,4166,Gas Station,0,0,122810,Clear,3,35612,55956.0,33276.0,42828.666666666664,38362.0,45703.857142857145,-36353,9.723782097432206,28521.0,0.32993241592704176
4687,ATM_0002,2022-06-24,Friday,Morning,26962,679,Standalone,0,0,126250,Clear,2,29535,36918.0,16785.0,34021.666666666664,40183.42857142857,45091.42857142857,-26283,39.65,3440.0,0.21356039603960397
56,ATM_0002,2022-07-03,Sunday,Evening,81832,15162,Gas Station,0,0,69612,Rainy,2,63791,35612.0,42444.0,42979.333333333336,43233.0,50524.857142857145,-66670,5.396821209523181,-56638.0,1.175544446359823
3449,ATM_0002,2022-07-04,Monday,Night,50521,1014,Supermarket,0,0,134941,Clear,0,54456,29535.0,27514.0,49260.666666666664,47081.857142857145,52171.0,-49507,49.7743842364532,65329.0,0.3743932533477594
4668,ATM_0002,2022-07-22,Friday,Morning,50894,928,Standalone,0,0,91464,Snowy,3,45059,63791.0,53305.0,54435.333333333336,45903.857142857145,50801.28571428572,-49966,54.783638320775026,-43477.0,0.5564375054666317
4511,ATM_0002,2022-07-28,Thursday,Morning,42814,10029,Supermarket,0,0,102580,Cloudy,4,36764,54456.0,55956.0,45426.333333333336,43162.142857142855,50037.142857142855,-32785,4.268594217347956,11116.0,0.4173718073698577
4069,ATM_0002,2022-08-01,Monday,Morning,57143,6409,Gas Station,0,0,88005,Cloudy,3,44297,45059.0,36918.0,42040.0,44216.28571428572,50097.857142857145,-50734,8.914664586583463,-14575.0,0.6493153798079655
424,ATM_0002,2022-08-14,Sunday,Evening,54620,8041,Mall,0,0,105382,Snowy,1,42174,36764.0,35612.0,41078.333333333336,45153.71428571428,52112.28571428572,-46579,6.791842825167869,17377.0,0.5183048338425917
5261,ATM_0002,2022-08-31,Wednesday,Night,47990,12526,Standalone,0,0,81616,Clear,3,46207,44297.0,29535.0,44226.0,47535.42857142857,55116.28571428572,-35464,3.8309252015646202,-23766.0,0.587997451480102
5536,ATM_0002,2022-09-07,Wednesday,Night,59225,10240,Standalone,0,0,97836,Snowy,5,47139,42174.0,63791.0,45173.333333333336,45156.57142857143,51886.71428571428,-48985,5.783126647788302,16220.0,0.6053497690011856
4976,ATM_0002,2022-09-12,Monday,Evening,44240,10641,Standalone,0,0,117956,Cloudy,0,39089,46207.0,54456.0,44145.0,42961.28571428572,50989.42857142857,-33599,4.157113324563052,20120.0,0.3750551052934993
5527,ATM_0002,2022-09-15,Thursday,Morning,42254,9232,Gas Station,0,0,123014,Rainy,1,46059,47139.0,45059.0,44095.666666666664,43104.142857142855,49755.142857142855,-33022,4.57641070074732,5058.0,0.3434893589347554
3051,ATM_0002,2022-09-17,Saturday,Afternoon,46837,22403,Gas Station,0,1,90060,Clear,0,31275,39089.0,36764.0,38807.666666666664,42320.0,50329.857142857145,-24434,2.0905641849669703,-32954.0,0.5200644015101044
3308,ATM_0002,2022-09-17,Saturday,Evening,47876,18853,Standalone,0,0,77321,Clear,3,37636,46059.0,44297.0,38323.333333333336,41368.42857142857,49006.0,-29023,2.5393020048796013,-12739.0,0.6191849562214664
5609,ATM_0002,2022-09-18,Sunday,Morning,53533,10843,Gas Station,0,0,91851,Snowy,2,43069,31275.0,42174.0,37326.666666666664,41496.28571428572,48850.71428571428,-42690,4.936646993729251,14530.0,0.5828243568387933
3209,ATM_0002,2022-09-22,Thursday,Night,64854,8294,Standalone,0,0,146081,Cloudy,2,65740,37636.0,46207.0,48815.0,44286.71428571428,51259.857142857145,-56560,7.818444846292947,54230.0,0.44395917333534135
2735,ATM_0002,2022-09-23,Friday,Morning,38627,8856,Bank Branch,0,0,103353,Cloudy,0,37587,43069.0,47139.0,48798.666666666664,42922.142857142855,48317.28571428572,-29771,4.361183244891047,-42728.0,0.3737385465346918
4658,ATM_0002,2022-09-28,Wednesday,Night,73941,7277,Mall,0,0,80023,Clear,0,52782,65740.0,39089.0,52036.333333333336,44878.28571428572,52560.28571428572,-66664,10.159521846661171,-23330.0,0.9239968509053647
4588,ATM_0002,2022-10-11,Tuesday,Evening,9645,8638,Bank Branch,0,0,95514,Rainy,5,5027,37587.0,46059.0,31798.666666666668,39016.57142857143,47901.857142857145,-1007,1.1164486630397037,15491.0,0.10097996105282996
5302,ATM_0002,2022-10-27,Thursday,Afternoon,31662,12638,Bank Branch,0,0,130213,Rainy,5,19649,52782.0,31275.0,25819.333333333332,37355.71428571428,45734.0,-19024,2.5051032518395444,34699.0,0.24315544530884012
5544,ATM_0002,2022-10-29,Saturday,Night,48766,2162,Mall,0,0,58497,Snowy,0,53762,5027.0,37636.0,26146.0,39659.42857142857,45861.142857142855,-46604,22.54553860379103,-71716.0,0.8336495888678052
3936,ATM_0002,2022-11-04,Friday,Morning,39257,10956,Supermarket,0,0,118844,Snowy,1,37423,19649.0,43069.0,36944.666666666664,38852.857142857145,43821.71428571428,-28301,3.582823765629278,60347.0,0.33032378580323785
3964,ATM_0002,2022-11-06,Sunday,Morning,62262,12446,Gas Station,0,0,60679,Rainy,0,52317,53762.0,65740.0,47834.0,36935.28571428572,43451.42857142857,-49816,5.002169197396963,-58165.0,1.026088102968078
3647,ATM_0002,2022-11-18,Friday,Afternoon,57812,10306,Supermarket,0,1,93757,Clear,3,65044,37423.0,37587.0,51594.666666666664,40857.71428571428,46192.142857142855,-47506,5.609003589793344,33078.0,0.6166152927248099
522,ATM_0002,2022-11-23,Wednesday,Evening,39173,10884,Mall,0,0,89066,Rainy,3,31889,52317.0,52782.0,49750.0,37873.0,41225.28571428572,-28289,3.598805695911805,-4691.0,0.43981990883165295
545,ATM_0002,2022-12-12,Monday,Evening,37618,3244,Standalone,0,0,73550,Cloudy,5,39659,65044.0,5027.0,45530.666666666664,42820.42857142857,45221.42857142857,-34374,11.592604006163327,-15516.0,0.5114615907545887
5278,ATM_0002,2022-12-19,Monday,Afternoon,47529,10422,Gas Station,0,0,129772,Cloudy,0,34537,31889.0,19649.0,35361.666666666664,44947.28571428572,47488.142857142855,-37107,4.560011513000096,56222.0,0.3662500385291126
5428,ATM_0002,2022-12-19,Monday,Night,27504,9895,Gas Station,0,0,51595,Cloudy,0,15678,39659.0,53762.0,29958.0,39506.71428571428,44450.71428571428,-17609,2.7793047696038804,-78177.0,0.5330749103595309
4402,ATM_0002,2022-12-20,Tuesday,Afternoon,57300,3414,Supermarket,0,0,83445,Cloudy,0,56317,34537.0,37423.0,35510.666666666664,42205.857142857145,47028.28571428572,-53886,16.778916544655928,31850.0,0.6866798490023369
3061,ATM_0002,2022-12-24,Saturday,Night,35593,5946,Gas Station,1,0,81218,Snowy,4,41901,15678.0,52317.0,37965.333333333336,40717.857142857145,43218.42857142857,-29647,5.9850344711619305,-2227.0,0.43824029156098404
271,ATM_0002,2023-01-05,Thursday,Evening,31855,18362,Gas Station,0,0,108380,Rainy,4,21678,56317.0,65044.0,39965.333333333336,34522.71428571428,39510.28571428572,-13493,1.7347383325164734,27162.0,0.2939195423509873
3126,ATM_0002,2023-01-05,Thursday,Evening,31760,8770,Bank Branch,0,0,86322,Cloudy,1,30034,41901.0,31889.0,31204.333333333332,34257.71428571428,38451.28571428572,-22990,3.6210238285258236,-22058.0,0.36792474687796856
4419,ATM_0002,2023-01-06,Friday,Evening,68668,8064,Standalone,0,0,93273,Snowy,5,70778,21678.0,39659.0,40830.0,38703.28571428572,42887.0,-60604,8.514321140731557,6951.0,0.736204475035648
5259,ATM_0002,2023-01-09,Monday,Afternoon,62567,13631,Gas Station,0,0,95986,Clear,4,54705,30034.0,34537.0,51839.0,41584.42857142857,45035.28571428572,-48936,4.589715375586854,2713.0,0.6518346425520388
3918,ATM_0002,2023-01-14,Saturday,Morning,56515,10658,Supermarket,0,1,109831,Snowy,3,60730,70778.0,15678.0,62071.0,48020.42857142857,49179.71428571428,-45857,5.302092128717516,13845.0,0.5145632835902432
3994,ATM_0002,2023-02-02,Thursday,Evening,47562,11676,Bank Branch,0,0,118875,Cloudy,2,31152,54705.0,56317.0,48862.333333333336,44425.42857142857,47788.57142857143,-35886,4.073135223088122,9044.0,0.40010094637223975
3545,ATM_0002,2023-02-10,Friday,Night,67128,20044,Gas Station,0,0,97903,Clear,3,44189,60730.0,41901.0,45357.0,44752.28571428572,52293.57142857143,-47084,3.348865053629334,-20972.0,0.6856582535775206
2938,ATM_0002,2023-02-12,Sunday,Night,55244,11005,Supermarket,0,0,142206,Cloudy,5,35992,31152.0,21678.0,37111.0,46797.142857142855,55634.857142857145,-44239,5.019443939669271,44303.0,0.38847868585010475
1017,ATM_0002,2023-02-19,Sunday,Night,47633,5719,Bank Branch,0,1,100711,Snowy,1,59100,44189.0,30034.0,46427.0,50949.42857142857,57902.42857142857,-41914,8.327447552447552,-41495.0,0.4729672031853521
3381,ATM_0002,2023-02-19,Sunday,Night,55507,9567,Standalone,0,0,121819,Clear,2,60862,35992.0,70778.0,51984.666666666664,49532.857142857145,56022.28571428572,-45940,5.8013168896321075,21108.0,0.45565141726660047
1238,ATM_0002,2023-02-22,Wednesday,Afternoon,24046,16669,Mall,0,0,149948,Clear,1,12233,59100.0,54705.0,44065.0,43465.42857142857,50519.28571428572,-7377,1.4424715056988602,28129.0,0.16036225891642436
1342,ATM_0002,2023-03-08,Wednesday,Morning,49751,13416,Mall,0,0,111814,Rainy,5,29677,60862.0,60730.0,34257.333333333336,39029.28571428572,49553.0,-36335,3.708056942684654,-38134.0,0.44494428246910045
524,ATM_0002,2023-03-18,Saturday,Afternoon,62170,4258,Supermarket,0,0,116375,Rainy,0,54811,12233.0,31152.0,32240.333333333332,42409.142857142855,51639.857142857145,-57912,14.597323315332238,4561.0,0.5342212674543502
1758,ATM_0002,2023-03-27,Monday,Morning,34243,14230,Gas Station,0,0,97930,Snowy,3,33005,29677.0,44189.0,39164.333333333336,40811.42857142857,46942.0,-20013,2.4062258449862974,-18445.0,0.34966813029715105
5612,ATM_0002,2023-03-27,Monday,Afternoon,45356,9696,Gas Station,0,1,76350,Snowy,5,48345,54811.0,35992.0,45387.0,42576.142857142855,45529.42857142857,-35660,4.6773228833659894,-21580.0,0.5940537000654879
206,ATM_0002,2023-04-16,Sunday,Morning,55140,12283,Standalone,0,0,111395,Cloudy,5,50909,33005.0,59100.0,44086.333333333336,41406.0,46601.857142857145,-42857,4.488765874308043,35045.0,0.49499528704160867
866,ATM_0002,2023-04-22,Saturday,Morning,53643,0,Bank Branch,0,0,111062,Cloudy,3,46900,48345.0,60862.0,48718.0,39411.42857142857,46335.57142857143,-53643,53643.0,-333.0,0.483000486214907
3804,ATM_0002,2023-04-23,Sunday,Afternoon,45458,13302,Standalone,0,0,97351,Cloudy,3,27544,50909.0,12233.0,41784.333333333336,41598.71428571428,49394.42857142857,-32156,3.41712395700218,-13711.0,0.46694949204425223
2468,ATM_0002,2023-04-27,Thursday,Afternoon,42797,10150,Bank Branch,0,0,102239,Rainy,3,40740,46900.0,29677.0,38394.666666666664,43179.142857142855,48401.0,-32647,4.216037828785342,4888.0,0.4185975997417815
5512,ATM_0002,2023-05-05,Friday,Morning,51347,5958,Standalone,0,0,88004,Rainy,2,37737,27544.0,54811.0,35340.333333333336,40740.0,46854.857142857145,-45389,8.61671421379426,-14235.0,0.5834621153583928
406,ATM_0002,2023-05-10,Wednesday,Morning,47985,14054,Standalone,0,0,115869,Clear,0,34261,40740.0,33005.0,37579.333333333336,40919.42857142857,48818.0,-33931,3.4140875133404482,27865.0,0.4141314760634855
879,ATM_0002,2023-05-10,Wednesday,Afternoon,64350,9888,Bank Branch,0,0,86222,Cloudy,5,67013,37737.0,48345.0,46337.0,43586.28571428572,51531.42857142857,-54462,6.507230255839822,-29647.0,0.746329243116606
1048,ATM_0002,2023-05-11,Thursday,Night,71409,7902,Mall,0,0,115129,Clear,5,56099,34261.0,50909.0,52457.666666666664,44327.71428571428,53855.57142857143,-63507,9.035682652157409,28907.0,0.6202520650748291
979,ATM_0002,2023-05-12,Friday,Morning,43120,5974,Mall,0,0,121536,Cloudy,4,38024,67013.0,46900.0,53712.0,43059.71428571428,52352.28571428572,-37146,7.21673640167364,6407.0,0.35479199578725645
969,ATM_0002,2023-05-14,Sunday,Morning,51498,7525,Mall,0,0,90048,Clear,5,41016,56099.0,27544.0,45046.333333333336,44984.28571428572,53215.142857142855,-43973,6.842678713792187,-31488.0,0.5718949893390192
2182,ATM_0002,2023-05-19,Friday,Evening,45434,8435,Standalone,0,1,112371,Snowy,0,40873,38024.0,40740.0,39971.0,45003.28571428572,53591.857142857145,-36999,5.385727833096254,22323.0,0.40432139964937575
1828,ATM_0002,2023-05-24,Wednesday,Night,41326,11475,Standalone,0,0,98704,Clear,3,29663,41016.0,37737.0,37184.0,43849.857142857145,52160.28571428572,-29851,3.6010805158591843,-13667.0,0.4186861727994813
2032,ATM_0002,2023-05-25,Thursday,Afternoon,34892,10841,Standalone,0,0,56773,Snowy,2,29440,40873.0,34261.0,33325.333333333336,43161.142857142855,50289.857142857145,-24051,3.2182254196642686,-41931.0,0.6145879203142339
2865,ATM_0002,2023-06-05,Monday,Night,56461,7104,Gas Station,0,0,90843,Clear,2,52591,29663.0,67013.0,37231.333333333336,41100.857142857145,49162.857142857145,-49357,7.946657283603097,34070.0,0.6215228471098488
5315,ATM_0002,2023-06-07,Wednesday,Afternoon,43312,12595,Standalone,0,0,106185,Snowy,0,26606,29440.0,56099.0,36212.333333333336,36887.57142857143,45149.0,-30717,3.4385519212448394,15342.0,0.4078918868013373
4823,ATM_0002,2023-06-17,Saturday,Afternoon,42613,11386,Bank Branch,0,0,97715,Cloudy,5,36928,52591.0,38024.0,38708.333333333336,36731.0,45076.57142857143,-31227,3.7422499341354176,-8470.0,0.4360947653891419
4854,ATM_0002,2023-06-19,Monday,Night,42731,697,Mall,0,1,119821,Clear,3,49091,26606.0,41016.0,37541.666666666664,37884.57142857143,43824.142857142855,-42034,61.21919770773639,22106.0,0.35662363024845395
1820,ATM_0002,2023-06-24,Saturday,Morning,47235,8970,Supermarket,0,0,72710,Cloudy,0,40869,36928.0,40873.0,42296.0,37884.0,44081.42857142857,-38265,5.265299297737153,-47111.0,0.6496355384403796
3513,ATM_0002,2023-06-26,Monday,Afternoon,75051,10154,Gas Station,0,0,149538,Clear,2,72639,49091.0,29663.0,54199.666666666664,44023.42857142857,48899.28571428572,-64897,7.3905465288035455,76828.0,0.5018858082895318
369,ATM_0002,2023-06-27,Tuesday,Evening,67815,11416,Supermarket,0,1,94821,Clear,4,56928,40869.0,29440.0,56812.0,47950.28571428572,53602.57142857143,-56399,5.939826574406586,-54717.0,0.7151896731736641
2017,ATM_0002,2023-07-01,Saturday,Morning,51597,10988,Bank Branch,0,0,49567,Clear,2,47895,72639.0,52591.0,59154.0,47279.42857142857,52907.71428571428,-40609,4.695331695331696,-45254.0,1.040954667419856
2776,ATM_0002,2023-07-05,Wednesday,Evening,28140,20201,Supermarket,0,0,91909,Clear,4,13257,56928.0,26606.0,39360.0,45372.42857142857,50740.28571428572,-7939,1.392931392931393,42342.0,0.3061724096660828
89,ATM_0002,2023-07-07,Friday,Morning,59342,10601,Standalone,0,0,110288,Clear,5,44039,47895.0,36928.0,35063.666666666664,46388.28571428572,53130.142857142855,-48741,5.5972458026787395,18379.0,0.5380639779486436
1204,ATM_0002,2023-07-07,Friday,Evening,38810,6692,Bank Branch,0,0,115068,Snowy,5,31402,13257.0,49091.0,29566.0,43861.28571428572,52570.0,-32118,5.798595547587031,4780.0,0.33727882643306567
2344,ATM_0002,2023-07-21,Friday,Evening,26416,8462,Bank Branch,0,0,107798,Cloudy,1,19053,44039.0,40869.0,31498.0,40744.71428571428,49595.857142857145,-17954,3.121351766513057,-7270.0,0.24505092858865657
3184,ATM_0002,2023-07-30,Sunday,Morning,34433,17383,Supermarket,0,0,87557,Cloudy,2,20807,31402.0,72639.0,23754.0,33340.142857142855,43793.28571428572,-17050,1.9807294063506673,-20241.0,0.39326381671368366
2754,ATM_0002,2023-08-02,Wednesday,Night,78939,9486,Bank Branch,0,0,97083,Snowy,3,81556,19053.0,56928.0,40472.0,36858.42857142857,45382.42857142857,-69453,8.320754716981131,9526.0,0.8131083711875405
2803,ATM_0002,2023-08-04,Friday,Night,53345,10052,Gas Station,0,0,71998,Cloudy,5,43154,20807.0,47895.0,48505.666666666664,36181.142857142855,45632.142857142855,-43293,5.30637620610763,-25085.0,0.740923358982194
2703,ATM_0002,2023-08-08,Tuesday,Evening,60251,14303,Standalone,0,0,83342,Cloudy,4,46173,81556.0,13257.0,56961.0,40883.42857142857,50219.42857142857,-45948,4.21217841163311,11344.0,0.7229368145712846
3814,ATM_0002,2023-08-12,Saturday,Night,47548,10904,Bank Branch,0,0,99236,Rainy,3,35016,43154.0,44039.0,41447.666666666664,39594.42857142857,48534.57142857143,-36644,4.3602017423200365,15894.0,0.4791406344471764
2561,ATM_0002,2023-08-24,Thursday,Morning,62269,9649,Standalone,0,0,114508,Clear,4,46081,46173.0,31402.0,42423.333333333336,41691.42857142857,51885.857142857145,-52620,6.452746113989638,15272.0,0.5437960666503651
4383,ATM_0002,2023-09-18,Monday,Night,43252,3440,Standalone,0,0,109329,Rainy,3,38492,35016.0,19053.0,39863.0,44468.42857142857,54291.0,-39812,12.569601859924441,-5179.0,0.395613240768689
134,ATM_0002,2023-10-08,Sunday,Afternoon,51640,13628,Bank Branch,0,0,109620,Clear,4,48067,46081.0,20807.0,44213.333333333336,48362.71428571428,56749.142857142855,-38012,3.788979382199721,291.0,0.47108191935778143
4593,ATM_0002,2023-10-11,Wednesday,Evening,60368,6233,Bank Branch,0,0,91184,Cloudy,1,58329,38492.0,81556.0,48296.0,45044.57142857143,54096.142857142855,-54135,9.683670195700994,-18436.0,0.6620459729777154
